"","polity","realized_coup","type_of_coup","replicate","n","number"
"1422",-1,0,"attempt",20,8,8
"1423",-1,0,"attempt",21,16,16
"1424",-1,0,"attempt",22,3,3
"1425",-1,0,"attempt",23,14,14
"1426",-1,0,"attempt",24,19,19
"1427",-1,0,"attempt",25,8,8
"1428",-1,0,"attempt",26,8,8
"1429",-1,0,"attempt",27,10,10
"1430",-1,0,"attempt",28,8,8
"1431",-1,0,"attempt",29,18,18
"1432",-1,0,"attempt",30,14,14
"1433",-1,0,"attempt",31,15,15
"1434",-1,0,"attempt",32,11,11
"1435",-1,0,"attempt",33,14,14
"1436",-1,0,"attempt",34,11,11
"1437",-1,0,"attempt",35,13,13
"1438",-1,0,"attempt",36,12,12
"1439",-1,0,"attempt",37,23,23
"1440",-1,0,"attempt",38,13,13
"1441",-1,0,"attempt",39,8,8
"1442",-1,0,"attempt",40,16,16
"1443",-1,0,"attempt",41,18,18
"1444",-1,0,"attempt",42,13,13
"1445",-1,0,"attempt",43,12,12
"1446",-1,0,"attempt",44,12,12
"1447",-1,0,"attempt",45,19,19
"1448",-1,0,"attempt",46,9,9
"1449",-1,0,"attempt",47,17,17
"1450",-1,0,"attempt",48,15,15
"1451",-1,0,"attempt",49,13,13
"1452",-1,0,"attempt",50,13,13
"1453",-1,0,"conspiracy",1,9,9
"1454",-1,0,"conspiracy",2,8,8
"1455",-1,0,"conspiracy",3,9,9
"1456",-1,0,"conspiracy",4,6,6
"1457",-1,0,"conspiracy",5,7,7
"1458",-1,0,"conspiracy",6,10,10
"1459",-1,0,"conspiracy",7,13,13
"1460",-1,0,"conspiracy",8,9,9
"1461",-1,0,"conspiracy",9,10,10
"1462",-1,0,"conspiracy",10,5,5
"1463",-1,0,"conspiracy",11,6,6
"1464",-1,0,"conspiracy",12,6,6
"1465",-1,0,"conspiracy",13,7,7
"1466",-1,0,"conspiracy",14,6,6
"1467",-1,0,"conspiracy",15,5,5
"1468",-1,0,"conspiracy",16,14,14
"1469",-1,0,"conspiracy",17,6,6
"1470",-1,0,"conspiracy",18,7,7
"1471",-1,0,"conspiracy",19,11,11
"1472",-1,0,"conspiracy",20,5,5
"1473",-1,0,"conspiracy",21,6,6
"1474",-1,0,"conspiracy",22,11,11
"1475",-1,0,"conspiracy",23,3,3
"1476",-1,0,"conspiracy",24,6,6
"1477",-1,0,"conspiracy",25,7,7
"1478",-1,0,"conspiracy",26,4,4
"1479",-1,0,"conspiracy",27,4,4
"1480",-1,0,"conspiracy",28,6,6
"1481",-1,0,"conspiracy",29,7,7
"1482",-1,0,"conspiracy",30,7,7
"1483",-1,0,"conspiracy",31,7,7
"1484",-1,0,"conspiracy",32,7,7
"1485",-1,0,"conspiracy",33,9,9
"1486",-1,0,"conspiracy",34,9,9
"1487",-1,0,"conspiracy",35,4,4
"1488",-1,0,"conspiracy",36,10,10
"1489",-1,0,"conspiracy",37,3,3
"1490",-1,0,"conspiracy",38,6,6
"1491",-1,0,"conspiracy",39,8,8
"1492",-1,0,"conspiracy",40,4,4
"1493",-1,0,"conspiracy",41,7,7
"1494",-1,0,"conspiracy",42,5,5
"1495",-1,0,"conspiracy",43,2,2
"1496",-1,0,"conspiracy",44,5,5
"1497",-1,0,"conspiracy",45,8,8
"1498",-1,0,"conspiracy",46,7,7
"1499",-1,0,"conspiracy",47,8,8
"1500",-1,0,"conspiracy",48,4,4
"1501",-1,0,"conspiracy",49,10,10
"1502",-1,0,"conspiracy",50,7,7
"1503",-1,1,"coup",1,30,30
"1504",-1,1,"coup",2,21,21
"1505",-1,1,"coup",3,19,19
"1506",-1,1,"coup",4,17,17
"1507",-1,1,"coup",5,22,22
"1508",-1,1,"coup",6,18,18
"1509",-1,1,"coup",7,24,24
"1510",-1,1,"coup",8,24,24
"1511",-1,1,"coup",9,30,30
"1512",-1,1,"coup",10,22,22
"1513",-1,1,"coup",11,13,13
"1514",-1,1,"coup",12,14,14
"1515",-1,1,"coup",13,21,21
"1516",-1,1,"coup",14,20,20
"1517",-1,1,"coup",15,19,19
"1518",-1,1,"coup",16,23,23
"1519",-1,1,"coup",17,25,25
"1520",-1,1,"coup",18,21,21
"1521",-1,1,"coup",19,24,24
"1522",-1,1,"coup",20,22,22
"1523",-1,1,"coup",21,25,25
"1524",-1,1,"coup",22,25,25
"1525",-1,1,"coup",23,32,32
"1526",-1,1,"coup",24,20,20
"1527",-1,1,"coup",25,16,16
"1528",-1,1,"coup",26,21,21
"1529",-1,1,"coup",27,14,14
"1530",-1,1,"coup",28,20,20
"1531",-1,1,"coup",29,22,22
"1532",-1,1,"coup",30,22,22
"1533",-1,1,"coup",31,22,22
"1534",-1,1,"coup",32,26,26
"1535",-1,1,"coup",33,17,17
"1536",-1,1,"coup",34,21,21
"1537",-1,1,"coup",35,19,19
"1538",-1,1,"coup",36,20,20
"1539",-1,1,"coup",37,19,19
"1540",-1,1,"coup",38,23,23
"1541",-1,1,"coup",39,20,20
"1542",-1,1,"coup",40,16,16
"1543",-1,1,"coup",41,24,24
"1544",-1,1,"coup",42,16,16
"1545",-1,1,"coup",43,21,21
"1546",-1,1,"coup",44,20,20
"1547",-1,1,"coup",45,26,26
"1548",-1,1,"coup",46,12,12
"1549",-1,1,"coup",47,22,22
"1550",-1,1,"coup",48,28,28
"1551",-1,1,"coup",49,16,16
"1552",-1,1,"coup",50,18,18
"1553",0,0,"attempt",1,2,2
"1554",0,0,"attempt",2,5,5
"1555",0,0,"attempt",3,6,6
"1556",0,0,"attempt",4,1,1
"1557",0,0,"attempt",5,7,7
"1558",0,0,"attempt",6,3,3
"1559",0,0,"attempt",7,4,4
"1560",0,0,"attempt",8,3,3
"1561",0,0,"attempt",9,1,1
"1562",0,0,"attempt",10,5,5
"1563",0,0,"attempt",11,3,3
"1564",0,0,"attempt",12,1,1
"1565",0,0,"attempt",13,3,3
"1566",0,0,"attempt",14,3,3
"1567",0,0,"attempt",15,1,1
"1568",0,0,"attempt",16,4,4
"1569",0,0,"attempt",17,2,2
"1570",0,0,"attempt",18,2,2
"1571",0,0,"attempt",19,2,2
"1572",0,0,"attempt",21,4,4
"1573",0,0,"attempt",22,2,2
"1574",0,0,"attempt",23,3,3
"1575",0,0,"attempt",24,3,3
"1576",0,0,"attempt",25,3,3
"1577",0,0,"attempt",26,3,3
"1578",0,0,"attempt",27,1,1
"1579",0,0,"attempt",28,3,3
"1580",0,0,"attempt",29,2,2
"1581",0,0,"attempt",30,5,5
"1582",0,0,"attempt",31,3,3
"1583",0,0,"attempt",33,4,4
"1584",0,0,"attempt",34,1,1
"1585",0,0,"attempt",35,1,1
"1586",0,0,"attempt",36,4,4
"1587",0,0,"attempt",37,5,5
"1588",0,0,"attempt",38,4,4
"1589",0,0,"attempt",39,2,2
"1590",0,0,"attempt",40,2,2
"1591",0,0,"attempt",41,3,3
"1592",0,0,"attempt",42,2,2
"1593",0,0,"attempt",43,4,4
"1594",0,0,"attempt",44,3,3
"1595",0,0,"attempt",45,4,4
"1596",0,0,"attempt",46,9,9
"1597",0,0,"attempt",47,2,2
"1598",0,0,"attempt",48,4,4
"1599",0,0,"attempt",49,2,2
"1600",0,0,"attempt",50,1,1
"1601",0,0,"conspiracy",1,3,3
"1602",0,0,"conspiracy",2,3,3
"1603",0,0,"conspiracy",3,4,4
"1604",0,0,"conspiracy",4,2,2
"1605",0,0,"conspiracy",5,2,2
"1606",0,0,"conspiracy",6,1,1
"1607",0,0,"conspiracy",7,4,4
"1608",0,0,"conspiracy",8,6,6
"1609",0,0,"conspiracy",9,2,2
"1610",0,0,"conspiracy",10,2,2
"1611",0,0,"conspiracy",12,2,2
"1612",0,0,"conspiracy",13,5,5
"1613",0,0,"conspiracy",14,5,5
"1614",0,0,"conspiracy",15,6,6
"1615",0,0,"conspiracy",16,3,3
"1616",0,0,"conspiracy",17,5,5
"1617",0,0,"conspiracy",19,5,5
"1618",0,0,"conspiracy",21,3,3
"1619",0,0,"conspiracy",22,3,3
"1620",0,0,"conspiracy",23,4,4
"1621",0,0,"conspiracy",24,3,3
"1622",0,0,"conspiracy",25,7,7
"1623",0,0,"conspiracy",26,5,5
"1624",0,0,"conspiracy",27,4,4
"1625",0,0,"conspiracy",29,5,5
"1626",0,0,"conspiracy",30,1,1
"1627",0,0,"conspiracy",31,2,2
"1628",0,0,"conspiracy",32,3,3
"1629",0,0,"conspiracy",33,1,1
"1630",0,0,"conspiracy",34,3,3
"1631",0,0,"conspiracy",35,2,2
"1632",0,0,"conspiracy",36,1,1
"1633",0,0,"conspiracy",37,2,2
"1634",0,0,"conspiracy",38,3,3
"1635",0,0,"conspiracy",39,1,1
"1636",0,0,"conspiracy",40,2,2
"1637",0,0,"conspiracy",42,3,3
"1638",0,0,"conspiracy",43,3,3
"1639",0,0,"conspiracy",44,9,9
"1640",0,0,"conspiracy",45,2,2
"1641",0,0,"conspiracy",46,3,3
"1642",0,0,"conspiracy",47,2,2
"1643",0,0,"conspiracy",48,1,1
"1644",0,0,"conspiracy",49,3,3
"1645",0,0,"conspiracy",50,6,6
"1646",0,1,"coup",1,4,4
"1647",0,1,"coup",2,1,1
"1648",0,1,"coup",4,2,2
"1649",0,1,"coup",7,1,1
"1650",0,1,"coup",8,1,1
"1651",0,1,"coup",10,1,1
"1652",0,1,"coup",13,1,1
"1653",0,1,"coup",14,3,3
"1654",0,1,"coup",15,2,2
"1655",0,1,"coup",16,2,2
"1656",0,1,"coup",18,2,2
"1657",0,1,"coup",20,4,4
"1658",0,1,"coup",21,1,1
"1659",0,1,"coup",23,3,3
"1660",0,1,"coup",24,2,2
"1661",0,1,"coup",25,2,2
"1662",0,1,"coup",28,1,1
"1663",0,1,"coup",31,2,2
"1664",0,1,"coup",32,1,1
"1665",0,1,"coup",33,1,1
"1666",0,1,"coup",34,1,1
"1667",0,1,"coup",40,1,1
"1668",0,1,"coup",42,1,1
"1669",0,1,"coup",43,1,1
"1670",0,1,"coup",44,3,3
"1671",0,1,"coup",45,1,1
"1672",0,1,"coup",46,1,1
"1673",0,1,"coup",49,1,1
"1674",1,0,"attempt",1,2,2
"1675",1,0,"attempt",2,2,2
"1676",1,0,"attempt",3,1,1
"1677",1,0,"attempt",4,2,2
"1678",1,0,"attempt",6,1,1
"1679",1,0,"attempt",7,1,1
"1680",1,0,"attempt",8,1,1
"1681",1,0,"attempt",9,1,1
"1682",1,0,"attempt",10,1,1
"1683",1,0,"attempt",11,1,1
"1684",1,0,"attempt",12,2,2
"1685",1,0,"attempt",13,2,2
"1686",1,0,"attempt",14,1,1
"1687",1,0,"attempt",15,2,2
"1688",1,0,"attempt",16,2,2
"1689",1,0,"attempt",17,1,1
"1690",1,0,"attempt",20,1,1
"1691",1,0,"attempt",25,3,3
"1692",1,0,"attempt",26,1,1
"1693",1,0,"attempt",28,2,2
"1694",1,0,"attempt",29,1,1
"1695",1,0,"attempt",32,1,1
"1696",1,0,"attempt",33,1,1
"1697",1,0,"attempt",34,2,2
"1698",1,0,"attempt",35,1,1
"1699",1,0,"attempt",37,3,3
"1700",1,0,"attempt",38,2,2
"1701",1,0,"attempt",41,1,1
"1702",1,0,"attempt",44,3,3
"1703",1,0,"attempt",45,1,1
"1704",1,0,"attempt",46,1,1
"1705",1,0,"attempt",47,2,2
"1706",1,0,"attempt",49,1,1
"1707",1,0,"attempt",50,2,2
"1708",1,0,"conspiracy",2,5,5
"1709",1,0,"conspiracy",3,3,3
"1710",1,0,"conspiracy",4,1,1
"1711",1,0,"conspiracy",5,2,2
"1712",1,0,"conspiracy",7,3,3
"1713",1,0,"conspiracy",8,3,3
"1714",1,0,"conspiracy",9,5,5
"1715",1,0,"conspiracy",10,8,8
"1716",1,0,"conspiracy",11,5,5
"1717",1,0,"conspiracy",12,3,3
"1718",1,0,"conspiracy",13,4,4
"1719",1,0,"conspiracy",14,8,8
"1720",1,0,"conspiracy",15,5,5
"1721",1,0,"conspiracy",16,6,6
"1722",1,0,"conspiracy",17,4,4
"1723",1,0,"conspiracy",18,4,4
"1724",1,0,"conspiracy",19,1,1
"1725",1,0,"conspiracy",20,8,8
"1726",1,0,"conspiracy",21,2,2
"1727",1,0,"conspiracy",22,2,2
"1728",1,0,"conspiracy",23,7,7
"1729",1,0,"conspiracy",24,4,4
"1730",1,0,"conspiracy",25,6,6
"1731",1,0,"conspiracy",26,6,6
"1732",1,0,"conspiracy",27,7,7
"1733",1,0,"conspiracy",28,2,2
"1734",1,0,"conspiracy",29,2,2
"1735",1,0,"conspiracy",30,3,3
"1736",1,0,"conspiracy",31,5,5
"1737",1,0,"conspiracy",32,5,5
"1738",1,0,"conspiracy",33,4,4
"1739",1,0,"conspiracy",34,1,1
"1740",1,0,"conspiracy",35,7,7
"1741",1,0,"conspiracy",36,2,2
"1742",1,0,"conspiracy",37,5,5
"1743",1,0,"conspiracy",38,2,2
"1744",1,0,"conspiracy",39,6,6
"1745",1,0,"conspiracy",40,2,2
"1746",1,0,"conspiracy",41,3,3
"1747",1,0,"conspiracy",42,6,6
"1748",1,0,"conspiracy",43,7,7
"1749",1,0,"conspiracy",44,2,2
"1750",1,0,"conspiracy",45,1,1
"1751",1,0,"conspiracy",46,2,2
"1752",1,0,"conspiracy",47,4,4
"1753",1,0,"conspiracy",48,2,2
"1754",1,0,"conspiracy",49,3,3
"1755",1,0,"conspiracy",50,6,6
"1756",1,1,"coup",1,5,5
"1757",1,1,"coup",2,6,6
"1758",1,1,"coup",3,4,4
"1759",1,1,"coup",4,5,5
"1760",1,1,"coup",5,6,6
"1761",1,1,"coup",6,2,2
"1762",1,1,"coup",7,3,3
"1763",1,1,"coup",8,5,5
"1764",1,1,"coup",9,3,3
"1765",1,1,"coup",10,4,4
"1766",1,1,"coup",11,2,2
"1767",1,1,"coup",12,5,5
"1768",1,1,"coup",13,7,7
"1769",1,1,"coup",14,7,7
"1770",1,1,"coup",15,1,1
"1771",1,1,"coup",16,9,9
"1772",1,1,"coup",17,4,4
"1773",1,1,"coup",18,4,4
"1774",1,1,"coup",19,6,6
"1775",1,1,"coup",20,4,4
"1776",1,1,"coup",21,4,4
"1777",1,1,"coup",22,2,2
"1778",1,1,"coup",23,8,8
"1779",1,1,"coup",24,3,3
"1780",1,1,"coup",25,2,2
"1781",1,1,"coup",26,7,7
"1782",1,1,"coup",27,8,8
"1783",1,1,"coup",28,4,4
"1784",1,1,"coup",29,8,8
"1785",1,1,"coup",30,7,7
"1786",1,1,"coup",31,8,8
"1787",1,1,"coup",32,7,7
"1788",1,1,"coup",33,5,5
"1789",1,1,"coup",34,1,1
"1790",1,1,"coup",35,6,6
"1791",1,1,"coup",36,5,5
"1792",1,1,"coup",37,2,2
"1793",1,1,"coup",38,6,6
"1794",1,1,"coup",39,4,4
"1795",1,1,"coup",40,4,4
"1796",1,1,"coup",41,6,6
"1797",1,1,"coup",42,7,7
"1798",1,1,"coup",43,7,7
"1799",1,1,"coup",44,6,6
"1800",1,1,"coup",45,10,10
"1801",1,1,"coup",46,7,7
"1802",1,1,"coup",47,1,1
"1803",1,1,"coup",48,7,7
"1804",1,1,"coup",49,9,9
"1805",1,1,"coup",50,2,2
"1806",2,0,"attempt",1,5,5
"1807",2,0,"attempt",2,9,9
"1808",2,0,"attempt",3,8,8
"1809",2,0,"attempt",4,6,6
"1810",2,0,"attempt",5,6,6
"1811",2,0,"attempt",6,10,10
"1812",2,0,"attempt",7,8,8
"1813",2,0,"attempt",8,7,7
"1814",2,0,"attempt",9,7,7
"1815",2,0,"attempt",10,12,12
"1816",2,0,"attempt",11,5,5
"1817",2,0,"attempt",12,5,5
"1818",2,0,"attempt",13,9,9
"1819",2,0,"attempt",14,8,8
"1820",2,0,"attempt",15,4,4
"1821",2,0,"attempt",16,8,8
"1822",2,0,"attempt",17,5,5
"1823",2,0,"attempt",18,10,10
"1824",2,0,"attempt",19,9,9
"1825",2,0,"attempt",20,9,9
"1826",2,0,"attempt",21,5,5
"1827",2,0,"attempt",22,3,3
"1828",2,0,"attempt",23,8,8
"1829",2,0,"attempt",24,3,3
"1830",2,0,"attempt",25,6,6
"1831",2,0,"attempt",26,5,5
"1832",2,0,"attempt",27,10,10
"1833",2,0,"attempt",28,8,8
"1834",2,0,"attempt",29,9,9
"1835",2,0,"attempt",30,5,5
"1836",2,0,"attempt",31,5,5
"1837",2,0,"attempt",32,9,9
"1838",2,0,"attempt",33,11,11
"1839",2,0,"attempt",34,7,7
"1840",2,0,"attempt",35,2,2
"1841",2,0,"attempt",36,10,10
"1842",2,0,"attempt",37,6,6
"1843",2,0,"attempt",38,10,10
"1844",2,0,"attempt",39,6,6
"1845",2,0,"attempt",40,5,5
"1846",2,0,"attempt",41,8,8
"1847",2,0,"attempt",42,6,6
"1848",2,0,"attempt",43,9,9
"1849",2,0,"attempt",44,6,6
"1850",2,0,"attempt",45,5,5
"1851",2,0,"attempt",46,8,8
"1852",2,0,"attempt",47,4,4
"1853",2,0,"attempt",48,5,5
"1854",2,0,"attempt",49,12,12
"1855",2,0,"attempt",50,8,8
"1856",2,0,"conspiracy",1,2,2
"1857",2,0,"conspiracy",2,6,6
"1858",2,0,"conspiracy",3,1,1
"1859",2,0,"conspiracy",4,3,3
"1860",2,0,"conspiracy",5,6,6
"1861",2,0,"conspiracy",6,2,2
"1862",2,0,"conspiracy",8,1,1
"1863",2,0,"conspiracy",9,1,1
"1864",2,0,"conspiracy",10,1,1
"1865",2,0,"conspiracy",12,4,4
"1866",2,0,"conspiracy",13,3,3
"1867",2,0,"conspiracy",14,3,3
"1868",2,0,"conspiracy",15,2,2
"1869",2,0,"conspiracy",16,4,4
"1870",2,0,"conspiracy",17,5,5
"1871",2,0,"conspiracy",18,3,3
"1872",2,0,"conspiracy",19,5,5
"1873",2,0,"conspiracy",20,5,5
"1874",2,0,"conspiracy",21,4,4
"1875",2,0,"conspiracy",22,3,3
"1876",2,0,"conspiracy",23,4,4
"1877",2,0,"conspiracy",24,3,3
"1878",2,0,"conspiracy",25,1,1
"1879",2,0,"conspiracy",26,4,4
"1880",2,0,"conspiracy",27,5,5
"1881",2,0,"conspiracy",28,3,3
"1882",2,0,"conspiracy",29,4,4
"1883",2,0,"conspiracy",30,4,4
"1884",2,0,"conspiracy",31,4,4
"1885",2,0,"conspiracy",32,3,3
"1886",2,0,"conspiracy",33,2,2
"1887",2,0,"conspiracy",34,4,4
"1888",2,0,"conspiracy",35,3,3
"1889",2,0,"conspiracy",36,3,3
"1890",2,0,"conspiracy",37,4,4
"1891",2,0,"conspiracy",39,3,3
"1892",2,0,"conspiracy",40,1,1
"1893",2,0,"conspiracy",41,7,7
"1894",2,0,"conspiracy",42,2,2
"1895",2,0,"conspiracy",43,3,3
"1896",2,0,"conspiracy",44,4,4
"1897",2,0,"conspiracy",45,2,2
"1898",2,0,"conspiracy",46,5,5
"1899",2,0,"conspiracy",47,5,5
"1900",2,0,"conspiracy",48,1,1
"1901",2,0,"conspiracy",49,2,2
"1902",2,0,"conspiracy",50,4,4
"1903",2,1,"coup",1,3,3
"1904",2,1,"coup",2,2,2
"1905",2,1,"coup",3,3,3
"1906",2,1,"coup",4,2,2
"1907",2,1,"coup",5,1,1
"1908",2,1,"coup",6,5,5
"1909",2,1,"coup",7,1,1
"1910",2,1,"coup",8,5,5
"1911",2,1,"coup",9,3,3
"1912",2,1,"coup",10,3,3
"1913",2,1,"coup",11,3,3
"1914",2,1,"coup",12,5,5
"1915",2,1,"coup",14,2,2
"1916",2,1,"coup",16,2,2
"1917",2,1,"coup",17,4,4
"1918",2,1,"coup",18,1,1
"1919",2,1,"coup",19,2,2
"1920",2,1,"coup",20,5,5
"1921",2,1,"coup",21,6,6
"1922",2,1,"coup",22,3,3
"1923",2,1,"coup",23,2,2
"1924",2,1,"coup",24,4,4
"1925",2,1,"coup",25,3,3
"1926",2,1,"coup",26,2,2
"1927",2,1,"coup",27,1,1
"1928",2,1,"coup",28,1,1
"1929",2,1,"coup",29,5,5
"1930",2,1,"coup",30,1,1
"1931",2,1,"coup",31,2,2
"1932",2,1,"coup",32,1,1
"1933",2,1,"coup",33,3,3
"1934",2,1,"coup",34,4,4
"1935",2,1,"coup",35,3,3
"1936",2,1,"coup",36,2,2
"1937",2,1,"coup",37,3,3
"1938",2,1,"coup",38,5,5
"1939",2,1,"coup",39,4,4
"1940",2,1,"coup",41,2,2
"1941",2,1,"coup",42,4,4
"1942",2,1,"coup",43,1,1
"1943",2,1,"coup",45,3,3
"1944",2,1,"coup",46,3,3
"1945",2,1,"coup",48,4,4
"1946",2,1,"coup",49,4,4
"1947",2,1,"coup",50,3,3
"1948",3,0,"attempt",1,7,7
"1949",3,0,"attempt",2,5,5
"1950",3,0,"attempt",3,5,5
"1951",3,0,"attempt",4,5,5
"1952",3,0,"attempt",5,1,1
"1953",3,0,"attempt",6,4,4
"1954",3,0,"attempt",7,2,2
"1955",3,0,"attempt",8,3,3
"1956",3,0,"attempt",9,6,6
"1957",3,0,"attempt",10,1,1
"1958",3,0,"attempt",11,4,4
"1959",3,0,"attempt",12,2,2
"1960",3,0,"attempt",13,4,4
"1961",3,0,"attempt",14,2,2
"1962",3,0,"attempt",15,5,5
"1963",3,0,"attempt",16,3,3
"1964",3,0,"attempt",17,3,3
"1965",3,0,"attempt",18,5,5
"1966",3,0,"attempt",19,3,3
"1967",3,0,"attempt",20,3,3
"1968",3,0,"attempt",22,3,3
"1969",3,0,"attempt",23,1,1
"1970",3,0,"attempt",24,4,4
"1971",3,0,"attempt",25,3,3
"1972",3,0,"attempt",26,6,6
"1973",3,0,"attempt",27,6,6
"1974",3,0,"attempt",28,3,3
"1975",3,0,"attempt",29,4,4
"1976",3,0,"attempt",30,5,5
"1977",3,0,"attempt",31,5,5
"1978",3,0,"attempt",32,4,4
"1979",3,0,"attempt",33,6,6
"1980",3,0,"attempt",34,1,1
"1981",3,0,"attempt",35,2,2
"1982",3,0,"attempt",36,5,5
"1983",3,0,"attempt",37,3,3
"1984",3,0,"attempt",38,2,2
"1985",3,0,"attempt",39,2,2
"1986",3,0,"attempt",40,6,6
"1987",3,0,"attempt",41,3,3
"1988",3,0,"attempt",42,5,5
"1989",3,0,"attempt",43,2,2
"1990",3,0,"attempt",44,4,4
"1991",3,0,"attempt",45,3,3
"1992",3,0,"attempt",46,5,5
"1993",3,0,"attempt",47,3,3
"1994",3,0,"attempt",48,3,3
"1995",3,0,"attempt",49,5,5
"1996",3,0,"attempt",50,1,1
"1997",3,0,"conspiracy",1,2,2
"1998",3,0,"conspiracy",3,3,3
"1999",3,0,"conspiracy",4,2,2
"2000",3,0,"conspiracy",6,3,3
"2001",3,0,"conspiracy",7,2,2
"2002",3,0,"conspiracy",8,2,2
"2003",3,0,"conspiracy",9,1,1
"2004",3,0,"conspiracy",10,2,2
"2005",3,0,"conspiracy",11,1,1
"2006",3,0,"conspiracy",14,3,3
"2007",3,0,"conspiracy",15,2,2
"2008",3,0,"conspiracy",16,2,2
"2009",3,0,"conspiracy",17,1,1
"2010",3,0,"conspiracy",20,3,3
"2011",3,0,"conspiracy",21,2,2
"2012",3,0,"conspiracy",22,1,1
"2013",3,0,"conspiracy",23,1,1
"2014",3,0,"conspiracy",24,4,4
"2015",3,0,"conspiracy",25,1,1
"2016",3,0,"conspiracy",26,5,5
"2017",3,0,"conspiracy",27,3,3
"2018",3,0,"conspiracy",28,6,6
"2019",3,0,"conspiracy",29,3,3
"2020",3,0,"conspiracy",30,3,3
"2021",3,0,"conspiracy",31,4,4
"2022",3,0,"conspiracy",32,4,4
"2023",3,0,"conspiracy",33,1,1
"2024",3,0,"conspiracy",34,3,3
"2025",3,0,"conspiracy",35,1,1
"2026",3,0,"conspiracy",36,1,1
"2027",3,0,"conspiracy",37,2,2
"2028",3,0,"conspiracy",38,2,2
"2029",3,0,"conspiracy",39,2,2
"2030",3,0,"conspiracy",40,4,4
"2031",3,0,"conspiracy",41,2,2
"2032",3,0,"conspiracy",42,5,5
"2033",3,0,"conspiracy",43,5,5
"2034",3,0,"conspiracy",44,3,3
"2035",3,0,"conspiracy",45,4,4
"2036",3,0,"conspiracy",46,1,1
"2037",3,0,"conspiracy",47,1,1
"2038",3,0,"conspiracy",48,1,1
"2039",3,0,"conspiracy",49,3,3
"2040",3,0,"coup",2,1,1
"2041",3,0,"coup",3,1,1
"2042",3,0,"coup",5,1,1
"2043",3,0,"coup",6,2,2
"2044",3,0,"coup",10,1,1
"2045",3,0,"coup",11,1,1
"2046",3,0,"coup",12,4,4
"2047",3,0,"coup",16,1,1
"2048",3,0,"coup",17,2,2
"2049",3,0,"coup",18,1,1
"2050",3,0,"coup",19,4,4
"2051",3,0,"coup",22,1,1
"2052",3,0,"coup",23,1,1
"2053",3,0,"coup",25,1,1
"2054",3,0,"coup",27,1,1
"2055",3,0,"coup",29,1,1
"2056",3,0,"coup",30,1,1
"2057",3,0,"coup",31,1,1
"2058",3,0,"coup",32,4,4
"2059",3,0,"coup",35,1,1
"2060",3,0,"coup",36,2,2
"2061",3,0,"coup",38,2,2
"2062",3,0,"coup",39,1,1
"2063",3,0,"coup",41,1,1
"2064",3,0,"coup",43,1,1
"2065",3,0,"coup",44,1,1
"2066",3,0,"coup",47,1,1
"2067",3,0,"coup",50,1,1
"2068",3,1,"coup",1,3,3
"2069",3,1,"coup",2,1,1
"2070",3,1,"coup",3,3,3
"2071",3,1,"coup",4,1,1
"2072",3,1,"coup",5,4,4
"2073",3,1,"coup",6,2,2
"2074",3,1,"coup",7,3,3
"2075",3,1,"coup",8,5,5
"2076",3,1,"coup",9,3,3
"2077",3,1,"coup",11,3,3
"2078",3,1,"coup",12,1,1
"2079",3,1,"coup",13,3,3
"2080",3,1,"coup",14,2,2
"2081",3,1,"coup",15,2,2
"2082",3,1,"coup",16,2,2
"2083",3,1,"coup",17,5,5
"2084",3,1,"coup",18,3,3
"2085",3,1,"coup",19,2,2
"2086",3,1,"coup",20,3,3
"2087",3,1,"coup",21,1,1
"2088",3,1,"coup",22,4,4
"2089",3,1,"coup",23,4,4
"2090",3,1,"coup",24,3,3
"2091",3,1,"coup",25,2,2
"2092",3,1,"coup",26,3,3
"2093",3,1,"coup",27,2,2
"2094",3,1,"coup",28,3,3
"2095",3,1,"coup",29,2,2
"2096",3,1,"coup",30,2,2
"2097",3,1,"coup",32,1,1
"2098",3,1,"coup",33,2,2
"2099",3,1,"coup",34,2,2
"2100",3,1,"coup",35,4,4
"2101",3,1,"coup",36,3,3
"2102",3,1,"coup",37,5,5
"2103",3,1,"coup",38,3,3
"2104",3,1,"coup",40,5,5
"2105",3,1,"coup",41,2,2
"2106",3,1,"coup",42,4,4
"2107",3,1,"coup",43,2,2
"2108",3,1,"coup",44,3,3
"2109",3,1,"coup",46,5,5
"2110",3,1,"coup",47,4,4
"2111",3,1,"coup",48,2,2
"2112",3,1,"coup",49,2,2
"2113",3,1,"coup",50,5,5
"2114",4,0,"attempt",1,6,6
"2115",4,0,"attempt",2,6,6
"2116",4,0,"attempt",3,4,4
"2117",4,0,"attempt",4,6,6
"2118",4,0,"attempt",5,4,4
"2119",4,0,"attempt",6,4,4
"2120",4,0,"attempt",7,5,5
"2121",4,0,"attempt",8,4,4
"2122",4,0,"attempt",9,3,3
"2123",4,0,"attempt",10,3,3
"2124",4,0,"attempt",11,4,4
"2125",4,0,"attempt",12,6,6
"2126",4,0,"attempt",13,3,3
"2127",4,0,"attempt",14,5,5
"2128",4,0,"attempt",15,6,6
"2129",4,0,"attempt",16,3,3
"2130",4,0,"attempt",17,3,3
"2131",4,0,"attempt",18,7,7
"2132",4,0,"attempt",19,2,2
"2133",4,0,"attempt",20,4,4
"2134",4,0,"attempt",21,3,3
"2135",4,0,"attempt",22,4,4
"2136",4,0,"attempt",23,5,5
"2137",4,0,"attempt",24,2,2
"2138",4,0,"attempt",25,2,2
